Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,Gender_Male,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_Yes,Attrition_Yes
36.0,12.0,5,4,51.0,2,3,4,0.0,11.0,2,15.0,2.0,2,14.0,8.0,7.0,8.0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
55.0,2.0,1,3,40.0,2,4,1,7.0,15.0,2,31.0,3.0,4,9.0,7.0,6.0,2.0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,25.0,3,3,79.0,2,3,4,5.0,13.0,3,18.0,5.0,3,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20.0,9.0,3,4,54.0,3,1,4,1.0,14.0,2,2.0,3.0,3,2.0,2.0,0.0,2.0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
21.0,10.0,3,3,36.0,2,1,1,1.0,13.0,1,1.0,6.0,2,1.0,0.0,1.0,0.0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
46.0,8.0,4,4,74.0,2,2,1,8.0,23.0,1,19.0,2.0,3,16.0,13.0,1.0,7.0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
28.0,24.0,2,2,72.0,2,3,1,1.0,12.0,1,10.0,2.0,2,10.0,7.0,1.0,9.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,1.0,2,1,59.0,2,1,1,1.0,16.0,1,6.0,2.0,3,5.0,3.0,1.0,3.0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,20.0,3,3,85.0,3,2,1,0.0,15.0,3,7.0,1.0,2,6.0,2.0,0.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38.0,17.0,1,3,65.0,2,3,3,0.0,18.0,1,20.0,4.0,2,19.0,9.0,1.0,9.0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,20.0,4,1,61.0,3,3,4,4.0,20.0,4,14.0,6.0,3,11.0,10.0,11.0,1.0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27.0,8.0,5,1,87.0,1,1,3,1.0,19.0,4,3.0,4.0,3,3.0,2.0,1.0,2.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,2.0,1,4,65.0,3,3,2,3.0,18.0,2,23.0,4.0,3,3.0,2.0,1.0,2.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,1.0,2,2,91.0,2,3,1,9.0,14.0,4,24.0,1.0,3,20.0,6.0,3.0,6.0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33.0,29.0,4,1,54.0,2,2,3,1.0,22.0,2,14.0,4.0,3,13.0,7.0,3.0,8.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
34.0,3.0,1,1,45.0,3,2,4,0.0,17.0,3,7.0,1.0,2,6.0,2.0,0.0,4.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,4.0,1,4,32.0,3,1,4,1.0,15.0,2,7.0,3.0,4,7.0,7.0,5.0,6.0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
26.0,21.0,3,1,37.0,3,1,3,1.0,20.0,3,1.0,0.0,2,1.0,1.0,0.0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
42.0,2.0,2,4,35.0,3,4,1,0.0,17.0,4,23.0,3.0,3,22.0,6.0,13.0,7.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,1.0,3,1,45.0,2,1,2,1.0,15.0,1,1.0,2.0,3,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,1.0,4,4,81.0,3,2,3,3.0,14.0,4,5.0,4.0,3,0.0,0.0,0.0,0.0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
33.0,7.0,3,4,30.0,3,2,2,0.0,17.0,3,4.0,3.0,3,3.0,2.0,0.0,2.0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34.0,3.0,4,3,40.0,2,1,4,3.0,17.0,4,6.0,2.0,3,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48.0,1.0,4,1,35.0,4,4,4,2.0,22.0,3,27.0,3.0,2,5.0,4.0,2.0,1.0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,9.0,4,2,65.0,2,2,3,1.0,13.0,4,15.0,2.0,3,15.0,10.0,4.0,12.0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52.0,7.0,4,2,87.0,3,3,2,7.0,19.0,4,18.0,4.0,3,8.0,6.0,4.0,0.0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,10.0,4,3,73.0,2,3,3,0.0,14.0,2,9.0,2.0,3,8.0,7.0,2.0,7.0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
29.0,28.0,4,3,93.0,3,1,4,4.0,22.0,1,11.0,1.0,3,7.0,5.0,1.0,7.0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,3.0,3,4,93.0,3,3,2,0.0,17.0,2,10.0,3.0,2,9.0,7.0,1.0,7.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46.0,3.0,1,1,52.0,3,4,3,3.0,12.0,4,23.0,3.0,3,12.0,9.0,4.0,9.0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,2.0,2,4,32.0,3,3,2,7.0,16.0,3,10.0,2.0,3,1.0,0.0,0.0,0.0,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39.0,2.0,3,1,84.0,3,4,4,7.0,11.0,4,21.0,4.0,3,18.0,7.0,11.0,5.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40.0,14.0,3,3,44.0,2,5,3,1.0,14.0,1,21.0,2.0,4,20.0,7.0,4.0,9.0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,9.0,3,3,70.0,3,2,2,9.0,15.0,3,9.0,2.0,2,5.0,4.0,0.0,3.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,18.0,4,1,78.0,3,2,4,2.0,20.0,1,18.0,0.0,3,11.0,9.0,0.0,9.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.0,20.0,3,3,67.0,4,1,4,0.0,12.0,1,3.0,4.0,3,2.0,2.0,2.0,2.0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28.0,2.0,1,1,67.0,2,1,2,0.0,17.0,1,6.0,2.0,1,5.0,3.0,0.0,4.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,11.0,2,4,54.0,3,2,4,1.0,11.0,4,5.0,3.0,3,5.0,2.0,0.0,2.0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49.0,8.0,4,4,56.0,2,4,2,6.0,17.0,2,22.0,3.0,3,9.0,8.0,2.0,3.0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34.0,2.0,2,4,95.0,3,2,3,2.0,11.0,4,5.0,3.0,2,3.0,2.0,0.0,2.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29.0,10.0,3,4,61.0,3,1,2,0.0,14.0,4,8.0,2.0,2,7.0,5.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42.0,29.0,3,2,56.0,1,2,4,4.0,19.0,1,16.0,3.0,3,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.0,8.0,1,2,79.0,2,2,4,1.0,15.0,3,10.0,2.0,2,10.0,7.0,1.0,2.0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
28.0,6.0,3,3,39.0,2,1,3,1.0,14.0,4,3.0,2.0,3,3.0,1.0,0.0,2.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
18.0,8.0,1,3,80.0,3,1,3,1.0,12.0,4,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0,9.0,4,1,77.0,3,2,1,0.0,17.0,1,6.0,3.0,3,5.0,2.0,0.0,3.0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
41.0,12.0,4,2,46.0,3,1,4,3.0,11.0,1,6.0,4.0,3,1.0,0.0,0.0,0.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31.0,15.0,3,3,72.0,3,1,3,1.0,12.0,3,2.0,5.0,2,2.0,2.0,2.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37.0,25.0,2,3,52.0,2,2,4,7.0,13.0,3,9.0,2.0,3,6.0,2.0,1.0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,6.0,3,4,55.0,2,1,3,1.0,13.0,3,4.0,0.0,3,4.0,2.0,2.0,2.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34.0,9.0,1,2,70.0,3,2,3,1.0,20.0,1,6.0,3.0,2,6.0,5.0,1.0,3.0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35.0,8.0,4,3,100.0,3,1,3,1.0,17.0,2,6.0,2.0,1,5.0,4.0,1.0,4.0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.0,23.0,1,4,45.0,2,3,1,1.0,13.0,1,11.0,3.0,1,11.0,8.0,3.0,10.0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
40.0,9.0,4,2,88.0,3,3,3,9.0,17.0,3,20.0,3.0,2,18.0,7.0,2.0,13.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42.0,12.0,3,3,44.0,3,4,1,0.0,12.0,2,22.0,2.0,2,21.0,9.0,13.0,14.0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
42.0,4.0,4,2,45.0,3,2,1,7.0,13.0,4,9.0,3.0,4,6.0,4.0,1.0,5.0,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,24.0,3,4,49.0,3,1,2,8.0,22.0,4,6.0,2.0,3,4.0,3.0,1.0,2.0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,12.0,1,3,79.0,3,1,4,1.0,11.0,4,1.0,4.0,2,1.0,1.0,0.0,0.0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
26.0,3.0,4,1,82.0,4,1,4,1.0,22.0,2,8.0,2.0,3,8.0,7.0,0.0,7.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,10.0,3,3,72.0,2,2,3,1.0,18.0,1,10.0,3.0,3,10.0,3.0,1.0,4.0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40.0,26.0,2,3,92.0,2,2,4,3.0,13.0,4,16.0,3.0,1,1.0,1.0,0.0,0.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
35.0,2.0,3,3,44.0,2,3,2,2.0,18.0,2,15.0,2.0,4,7.0,7.0,6.0,4.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34.0,1.0,3,4,97.0,2,2,1,0.0,20.0,3,14.0,3.0,3,13.0,9.0,4.0,9.0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,4.0,4,4,47.0,2,1,4,1.0,13.0,2,2.0,2.0,4,2.0,2.0,2.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43.0,9.0,3,1,85.0,1,2,3,8.0,13.0,2,7.0,2.0,2,4.0,3.0,1.0,3.0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
32.0,2.0,1,3,76.0,3,1,1,1.0,12.0,3,1.0,3.0,3,1.0,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56.0,4.0,4,4,92.0,3,5,1,4.0,13.0,4,28.0,2.0,3,5.0,2.0,4.0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.0,6.0,1,2,54.0,3,1,4,1.0,13.0,1,10.0,5.0,3,10.0,8.0,0.0,8.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,9.0,2,3,54.0,3,1,1,1.0,25.0,3,1.0,4.0,3,1.0,1.0,0.0,0.0,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45.0,7.0,3,1,83.0,3,1,3,4.0,19.0,3,7.0,2.0,2,3.0,2.0,0.0,2.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
37.0,1.0,3,4,56.0,2,2,4,1.0,13.0,2,14.0,2.0,2,14.0,8.0,3.0,11.0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44.0,10.0,4,3,96.0,3,1,3,1.0,11.0,3,6.0,4.0,3,6.0,4.0,0.0,2.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
53.0,7.0,2,4,50.0,3,5,3,3.0,18.0,2,26.0,6.0,3,7.0,7.0,4.0,7.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,3.0,4,3,48.0,2,1,4,0.0,11.0,2,1.0,5.0,3,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
46.0,2.0,3,3,69.0,3,4,1,8.0,23.0,1,28.0,2.0,3,26.0,15.0,15.0,9.0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,17.0,3,4,74.0,1,1,3,2.0,13.0,4,6.0,3.0,3,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33.0,2.0,3,2,99.0,3,1,3,1.0,13.0,4,5.0,2.0,3,5.0,4.0,1.0,4.0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,29.0,4,3,61.0,3,2,1,8.0,19.0,3,8.0,3.0,3,4.0,3.0,0.0,3.0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40.0,2.0,4,2,62.0,3,2,2,5.0,12.0,4,5.0,2.0,3,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50.0,2.0,3,4,30.0,3,4,1,2.0,22.0,3,32.0,3.0,3,2.0,2.0,2.0,2.0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46.0,15.0,2,4,52.0,3,5,2,5.0,11.0,1,25.0,2.0,3,4.0,2.0,0.0,3.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,17.0,4,3,94.0,3,2,1,3.0,15.0,4,15.0,2.0,3,7.0,7.0,1.0,7.0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
24.0,17.0,2,4,97.0,3,1,2,1.0,13.0,1,1.0,3.0,1,1.0,0.0,0.0,0.0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33.0,25.0,3,2,82.0,3,2,3,1.0,12.0,1,10.0,3.0,2,10.0,7.0,0.0,1.0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36.0,6.0,4,3,60.0,1,1,3,1.0,14.0,3,7.0,4.0,3,7.0,7.0,1.0,7.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,29.0,4,4,32.0,3,2,4,1.0,25.0,2,20.0,3.0,3,20.0,11.0,13.0,17.0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42.0,2.0,5,4,79.0,4,2,1,7.0,16.0,1,10.0,3.0,4,4.0,3.0,0.0,3.0,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,13.0,3,3,77.0,2,1,2,1.0,20.0,3,2.0,2.0,3,2.0,2.0,2.0,2.0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32.0,2.0,2,4,38.0,3,2,3,4.0,14.0,4,10.0,2.0,3,8.0,7.0,0.0,7.0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
36.0,1.0,3,3,77.0,1,3,1,2.0,21.0,3,17.0,2.0,3,7.0,7.0,7.0,7.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
33.0,9.0,3,1,60.0,3,1,4,0.0,13.0,2,15.0,5.0,3,14.0,10.0,4.0,10.0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25.0,10.0,4,3,57.0,3,2,4,0.0,14.0,2,5.0,4.0,3,4.0,3.0,1.0,1.0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42.0,26.0,5,1,60.0,3,3,1,3.0,17.0,3,20.0,6.0,3,1.0,0.0,0.0,0.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
27.0,14.0,3,1,42.0,3,1,1,1.0,14.0,4,9.0,3.0,2,9.0,7.0,6.0,8.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54.0,1.0,4,4,53.0,3,3,3,7.0,17.0,1,33.0,2.0,1,5.0,4.0,1.0,4.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44.0,2.0,1,1,72.0,4,1,4,1.0,13.0,4,10.0,5.0,3,10.0,5.0,7.0,7.0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,10.0,3,1,96.0,2,1,2,1.0,25.0,2,1.0,2.0,4,1.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
54.0,3.0,3,4,85.0,3,4,4,3.0,14.0,1,36.0,2.0,3,10.0,9.0,0.0,9.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31.0,11.0,2,3,80.0,3,2,1,1.0,12.0,4,6.0,2.0,2,6.0,5.0,0.0,1.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
43.0,3.0,3,3,96.0,1,5,4,3.0,14.0,2,25.0,2.0,3,8.0,7.0,0.0,7.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49.0,4.0,2,1,85.0,2,5,3,2.0,13.0,3,23.0,2.0,4,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,3.0,3,3,46.0,3,1,2,1.0,12.0,3,12.0,2.0,2,11.0,10.0,0.0,7.0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
