EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001473,45.0,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,7.0,3,1,83.0,3,1,3,4.0,Yes,19.0,3,7.0,2.0,2,3.0,2.0,0.0,2.0,No,3
E1001474,37.0,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,1.0,3,4,56.0,2,2,4,1.0,No,13.0,2,14.0,2.0,2,14.0,8.0,3.0,11.0,No,3
E1001478,44.0,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,10.0,4,3,96.0,3,1,3,1.0,Yes,11.0,3,6.0,4.0,3,6.0,4.0,0.0,2.0,Yes,3
E1001479,53.0,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,7.0,2,4,50.0,3,5,3,3.0,No,18.0,2,26.0,6.0,3,7.0,7.0,4.0,7.0,No,3
E1001481,22.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,3.0,4,3,48.0,2,1,4,0.0,Yes,11.0,2,1.0,5.0,3,0.0,0.0,0.0,0.0,Yes,3
E1001482,46.0,Female,Marketing,Married,Sales,Manager,Travel_Rarely,2.0,3,3,69.0,3,4,1,8.0,No,23.0,1,28.0,2.0,3,26.0,15.0,15.0,9.0,No,4
E1001484,44.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,17.0,3,4,74.0,1,1,3,2.0,No,13.0,4,6.0,3.0,3,0.0,0.0,0.0,0.0,No,3
E1001485,33.0,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2.0,3,2,99.0,3,1,3,1.0,No,13.0,4,5.0,2.0,3,5.0,4.0,1.0,4.0,No,2
E1001489,30.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,29.0,4,3,61.0,3,2,1,8.0,No,19.0,3,8.0,3.0,3,4.0,3.0,0.0,3.0,No,3
E1001490,40.0,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,2.0,4,2,62.0,3,2,2,5.0,No,12.0,4,5.0,2.0,3,0.0,0.0,0.0,0.0,No,3
E1001493,50.0,Female,Medical,Married,Research & Development,Manager R&D,Travel_Frequently,2.0,3,4,30.0,3,4,1,2.0,No,22.0,3,32.0,3.0,3,2.0,2.0,2.0,2.0,No,4
E1001495,46.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,15.0,2,4,52.0,3,5,2,5.0,No,11.0,1,25.0,2.0,3,4.0,2.0,0.0,3.0,No,3
E1001496,35.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,17.0,4,3,94.0,3,2,1,3.0,Yes,15.0,4,15.0,2.0,3,7.0,7.0,1.0,7.0,No,3
E1001497,24.0,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,17.0,2,4,97.0,3,1,2,1.0,No,13.0,1,1.0,3.0,1,1.0,0.0,0.0,0.0,Yes,3
E1001498,33.0,Female,Medical,Married,Sales,Sales Executive,Travel_Frequently,25.0,3,2,82.0,3,2,3,1.0,No,12.0,1,10.0,3.0,2,10.0,7.0,0.0,1.0,No,3
E1001499,36.0,Male,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,6.0,4,3,60.0,1,1,3,1.0,No,14.0,3,7.0,4.0,3,7.0,7.0,1.0,7.0,No,3
E1001503,44.0,Male,Other,Single,Research & Development,Research Scientist,Travel_Rarely,29.0,4,4,32.0,3,2,4,1.0,No,25.0,2,20.0,3.0,3,20.0,11.0,13.0,17.0,No,4
E1001509,42.0,Male,Medical,Married,Human Resources,Human Resources,Non-Travel,2.0,5,4,79.0,4,2,1,7.0,No,16.0,1,10.0,3.0,4,4.0,3.0,0.0,3.0,No,4
E1001512,32.0,Female,Other,Married,Research & Development,Laboratory Technician,Travel_Frequently,13.0,3,3,77.0,2,1,2,1.0,No,20.0,3,2.0,2.0,3,2.0,2.0,2.0,2.0,No,4
E1001513,32.0,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,2.0,2,4,38.0,3,2,3,4.0,Yes,14.0,4,10.0,2.0,3,8.0,7.0,0.0,7.0,No,3
E1001515,36.0,Female,Technical Degree,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,1.0,3,3,77.0,1,3,1,2.0,Yes,21.0,3,17.0,2.0,3,7.0,7.0,7.0,7.0,No,4
E1001516,33.0,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,9.0,3,1,60.0,3,1,4,0.0,No,13.0,2,15.0,5.0,3,14.0,10.0,4.0,10.0,No,2
E1001518,25.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,10.0,4,3,57.0,3,2,4,0.0,No,14.0,2,5.0,4.0,3,4.0,3.0,1.0,1.0,No,3
E1001520,42.0,Female,Medical,Married,Research & Development,Research Director,Travel_Frequently,26.0,5,1,60.0,3,3,1,3.0,Yes,17.0,3,20.0,6.0,3,1.0,0.0,0.0,0.0,No,3
E1001522,27.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,14.0,3,1,42.0,3,1,1,1.0,Yes,14.0,4,9.0,3.0,2,9.0,7.0,6.0,8.0,No,2
E1001523,54.0,Female,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,1.0,4,4,53.0,3,3,3,7.0,No,17.0,1,33.0,2.0,1,5.0,4.0,1.0,4.0,No,3
E1001524,44.0,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,2.0,1,1,72.0,4,1,4,1.0,No,13.0,4,10.0,5.0,3,10.0,5.0,7.0,7.0,No,2
E1001526,19.0,Female,Medical,Single,Research & Development,Research Scientist,Non-Travel,10.0,3,1,96.0,2,1,2,1.0,Yes,25.0,2,1.0,2.0,4,1.0,1.0,0.0,0.0,Yes,4
E1001528,54.0,Male,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,3.0,3,4,85.0,3,4,4,3.0,No,14.0,1,36.0,2.0,3,10.0,9.0,0.0,9.0,No,3
E1001529,31.0,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,11.0,2,3,80.0,3,2,1,1.0,Yes,12.0,4,6.0,2.0,2,6.0,5.0,0.0,1.0,No,3
E1001533,43.0,Male,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,3.0,3,3,96.0,1,5,4,3.0,No,14.0,2,25.0,2.0,3,8.0,7.0,0.0,7.0,No,3
E1001534,49.0,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,4.0,2,1,85.0,2,5,3,2.0,No,13.0,3,23.0,2.0,4,1.0,0.0,0.0,0.0,No,3
E1001535,36.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,3.0,3,3,46.0,3,1,2,1.0,No,12.0,3,12.0,2.0,2,11.0,10.0,0.0,7.0,No,3
E1001536,48.0,Male,Technical Degree,Single,Research & Development,Laboratory Technician,Travel_Rarely,2.0,2,4,76.0,4,1,2,5.0,No,11.0,3,7.0,4.0,2,1.0,0.0,0.0,0.0,No,3
E1001538,29.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,7.0,3,3,82.0,3,2,4,1.0,Yes,11.0,2,6.0,2.0,3,6.0,0.0,1.0,0.0,No,3
E1001541,48.0,Male,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,1.0,3,4,76.0,2,5,4,6.0,No,12.0,3,25.0,3.0,4,1.0,0.0,0.0,0.0,No,4
E1001542,29.0,Female,Life Sciences,Divorced,Research & Development,Research Director,Travel_Rarely,1.0,3,4,87.0,2,4,4,3.0,No,14.0,2,9.0,2.0,2,7.0,7.0,1.0,7.0,No,3
E1001545,44.0,Male,Marketing,Married,Sales,Manager,Travel_Rarely,5.0,3,2,88.0,3,5,2,7.0,No,11.0,3,26.0,5.0,3,22.0,9.0,3.0,10.0,No,2
E1001548,23.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,2,4,47.0,3,1,3,1.0,No,22.0,4,1.0,2.0,3,1.0,0.0,0.0,1.0,No,4
E1001553,26.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,4.0,2,3,53.0,3,1,4,1.0,Yes,20.0,2,8.0,2.0,2,8.0,5.0,2.0,2.0,No,4
E1001555,45.0,Female,Marketing,Single,Sales,Manager,Travel_Rarely,2.0,3,1,94.0,1,5,2,2.0,Yes,16.0,1,26.0,2.0,3,24.0,10.0,1.0,11.0,Yes,2
E1001556,55.0,Male,Medical,Divorced,Research & Development,Healthcare Representative,Non-Travel,8.0,1,4,37.0,2,4,2,1.0,Yes,15.0,4,34.0,3.0,3,33.0,9.0,15.0,0.0,No,3
E1001557,21.0,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Frequently,10.0,2,1,45.0,2,1,3,1.0,No,20.0,3,2.0,2.0,1,2.0,2.0,2.0,2.0,Yes,2
E1001558,46.0,Female,Marketing,Married,Sales,Manager,Travel_Rarely,4.0,2,4,33.0,2,5,2,2.0,No,14.0,3,26.0,2.0,3,11.0,4.0,0.0,8.0,No,3
E1001559,34.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,2.0,3,3,86.0,3,2,1,0.0,Yes,12.0,4,4.0,3.0,3,3.0,2.0,0.0,2.0,No,3
E1001560,51.0,Male,Life Sciences,Divorced,Sales,Manager,Travel_Frequently,9.0,3,4,83.0,3,5,2,4.0,Yes,24.0,1,31.0,5.0,2,29.0,10.0,11.0,10.0,No,4
E1001561,59.0,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,18.0,4,4,67.0,3,3,4,6.0,No,12.0,4,25.0,6.0,2,9.0,7.0,5.0,4.0,No,3
E1001563,34.0,Female,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,19.0,3,3,46.0,3,2,2,4.0,No,13.0,3,15.0,2.0,4,11.0,8.0,5.0,10.0,No,3
E1001564,28.0,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,1.0,4,4,44.0,3,1,3,0.0,Yes,11.0,3,5.0,2.0,2,4.0,2.0,0.0,2.0,No,3
E1001566,44.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,4.0,2,3,92.0,4,5,1,1.0,No,14.0,4,26.0,4.0,2,25.0,9.0,14.0,13.0,No,3
E1001567,34.0,Male,Life Sciences,Married,Human Resources,Human Resources,Travel_Frequently,11.0,3,3,56.0,2,2,2,4.0,No,11.0,4,14.0,5.0,4,10.0,9.0,1.0,8.0,No,3
E1001569,35.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,6.0,1,3,66.0,3,1,3,0.0,Yes,14.0,4,4.0,3.0,3,3.0,2.0,2.0,2.0,No,3
E1001570,42.0,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7.0,4,2,78.0,4,2,2,6.0,Yes,16.0,4,18.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E1001571,43.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,4.0,4,4,56.0,2,3,4,3.0,No,14.0,4,23.0,3.0,4,21.0,7.0,15.0,17.0,No,3
E1001572,36.0,Female,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,2.0,4,3,53.0,3,2,2,9.0,Yes,11.0,4,18.0,2.0,3,16.0,14.0,5.0,12.0,No,3
E1001574,28.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,2.0,3,4,52.0,2,1,4,1.0,Yes,12.0,2,2.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1001575,51.0,Female,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,6.0,2,2,40.0,2,1,3,0.0,No,14.0,2,8.0,6.0,2,7.0,0.0,7.0,7.0,No,3
E1001576,30.0,Female,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,9.0,2,3,72.0,3,2,3,7.0,Yes,18.0,3,10.0,3.0,3,8.0,4.0,1.0,7.0,No,3
E1001577,29.0,Female,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,7.0,3,2,39.0,3,1,3,3.0,Yes,13.0,1,10.0,2.0,3,7.0,7.0,7.0,7.0,Yes,2
E1001579,28.0,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,1.0,3,4,84.0,3,1,1,2.0,No,11.0,2,5.0,2.0,2,3.0,2.0,1.0,2.0,No,3
E1001581,25.0,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,1.0,3,4,40.0,3,1,2,1.0,No,18.0,4,2.0,3.0,2,2.0,2.0,2.0,1.0,No,3
E1001582,32.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,8.0,3,3,56.0,4,2,4,1.0,No,15.0,3,10.0,4.0,4,10.0,7.0,0.0,8.0,No,3
E1001584,45.0,Female,Medical,Single,Research & Development,Manager,Travel_Frequently,25.0,3,2,83.0,3,5,2,3.0,No,22.0,3,22.0,4.0,3,0.0,0.0,0.0,0.0,No,4
E1001585,39.0,Female,Medical,Divorced,Research & Development,Manager,Travel_Rarely,13.0,4,3,94.0,2,4,2,6.0,Yes,13.0,4,21.0,4.0,3,19.0,9.0,15.0,2.0,No,3
E1001586,58.0,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Rarely,23.0,4,1,88.0,3,1,3,1.0,No,12.0,4,2.0,3.0,3,2.0,2.0,2.0,2.0,No,2
E1001587,32.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,7.0,2,4,79.0,3,2,3,1.0,No,18.0,1,10.0,3.0,3,10.0,4.0,1.0,1.0,Yes,3
E1001590,36.0,Female,Technical Degree,Married,Research & Development,Healthcare Representative,Travel_Rarely,10.0,4,4,63.0,3,3,3,3.0,No,12.0,1,10.0,0.0,3,7.0,7.0,1.0,7.0,No,3
E1001592,46.0,Female,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,1.0,2,4,44.0,3,1,1,6.0,No,12.0,3,10.0,3.0,4,7.0,6.0,5.0,7.0,No,3
E1001593,28.0,Female,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,1.0,3,3,55.0,1,2,4,0.0,No,11.0,1,10.0,6.0,3,9.0,8.0,7.0,5.0,No,3
E1001595,50.0,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,28.0,3,4,43.0,3,4,1,4.0,Yes,11.0,2,25.0,2.0,3,3.0,2.0,1.0,2.0,No,3
E1001596,40.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,25.0,4,4,57.0,2,3,2,2.0,Yes,12.0,3,9.0,2.0,3,5.0,4.0,1.0,0.0,Yes,3
E1001597,52.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,5.0,3,2,64.0,3,3,2,9.0,Yes,19.0,3,10.0,2.0,2,8.0,7.0,7.0,7.0,Yes,2
E1001602,31.0,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,2.0,4,4,57.0,3,3,3,1.0,Yes,19.0,1,10.0,5.0,2,10.0,8.0,9.0,6.0,No,3
E1001607,41.0,Male,Medical,Single,Sales,Sales Executive,Non-Travel,10.0,2,3,40.0,1,2,2,1.0,No,13.0,1,19.0,4.0,3,19.0,2.0,11.0,9.0,No,3
E1001614,55.0,Female,Medical,Married,Research & Development,Manager,Travel_Rarely,2.0,2,4,58.0,1,5,3,4.0,No,14.0,4,23.0,5.0,3,19.0,9.0,9.0,11.0,No,3
E1001616,56.0,Male,Life Sciences,Single,Human Resources,Manager,Travel_Rarely,8.0,4,4,99.0,3,5,2,6.0,No,14.0,1,36.0,4.0,3,7.0,3.0,7.0,7.0,No,3
E1001618,40.0,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Non-Travel,16.0,2,3,74.0,3,1,3,9.0,No,16.0,2,6.0,0.0,3,4.0,2.0,0.0,0.0,No,3
E1001622,34.0,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,9.0,3,4,86.0,3,3,4,0.0,No,11.0,4,10.0,0.0,2,9.0,7.0,1.0,6.0,No,3
E1001627,41.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Frequently,1.0,3,3,66.0,3,2,1,0.0,No,17.0,4,10.0,2.0,3,9.0,3.0,1.0,7.0,No,3
E1001628,35.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,4.0,4,3,87.0,3,2,3,1.0,Yes,11.0,2,9.0,3.0,3,9.0,6.0,1.0,1.0,No,3
E1001630,51.0,Male,Life Sciences,Divorced,Human Resources,Manager,Travel_Rarely,5.0,3,3,84.0,3,4,2,1.0,Yes,11.0,2,33.0,2.0,3,33.0,9.0,0.0,10.0,No,3
E1001633,38.0,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,2.0,2,2,31.0,3,2,1,3.0,No,15.0,4,11.0,3.0,3,7.0,7.0,1.0,7.0,No,2
E1001634,34.0,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,15.0,2,3,66.0,3,2,1,1.0,No,12.0,4,10.0,6.0,4,10.0,8.0,9.0,6.0,No,3
E1001636,25.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,19.0,1,4,67.0,3,1,4,3.0,No,11.0,3,7.0,6.0,2,3.0,2.0,1.0,2.0,No,3
E1001638,58.0,Female,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,7.0,4,3,53.0,2,3,1,7.0,Yes,14.0,4,31.0,0.0,2,10.0,9.0,5.0,9.0,Yes,3
E1001639,40.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1.0,4,2,88.0,3,1,2,3.0,No,22.0,3,7.0,3.0,3,4.0,2.0,0.0,3.0,No,3
E1001640,36.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,7.0,3,1,83.0,4,2,1,2.0,No,16.0,4,17.0,2.0,2,15.0,7.0,6.0,13.0,No,2
E1001641,48.0,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,4.0,3,4,54.0,3,3,4,1.0,No,11.0,3,11.0,2.0,3,10.0,9.0,0.0,8.0,No,3
E1001642,27.0,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,11.0,3,3,98.0,4,1,4,8.0,No,14.0,2,5.0,4.0,3,1.0,0.0,0.0,0.0,No,3
E1001645,51.0,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,11.0,2,4,82.0,2,4,2,3.0,No,16.0,2,29.0,1.0,2,5.0,2.0,0.0,3.0,No,3
E1001646,18.0,Female,Life Sciences,Single,Research & Development,Manager R&D,Non-Travel,1.0,3,4,97.0,3,1,4,1.0,No,15.0,3,0.0,5.0,4,0.0,0.0,0.0,0.0,No,4
E1001647,35.0,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1.0,3,4,60.0,2,2,4,0.0,No,12.0,2,10.0,0.0,3,9.0,7.0,0.0,0.0,No,3
E1001649,27.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,2.0,1,4,43.0,1,2,4,3.0,No,20.0,2,8.0,3.0,3,6.0,2.0,0.0,0.0,No,4
E1001650,55.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,13.0,4,1,85.0,4,4,3,6.0,Yes,17.0,3,24.0,2.0,2,19.0,7.0,3.0,8.0,Yes,2
E1001651,56.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,23.0,3,4,68.0,3,4,2,4.0,Yes,12.0,1,33.0,0.0,3,19.0,16.0,15.0,9.0,No,3
E1001652,34.0,Female,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,26.0,1,1,92.0,2,1,3,1.0,No,20.0,3,5.0,2.0,3,5.0,4.0,0.0,0.0,No,3
E1001653,40.0,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,2.0,1,2,89.0,4,2,3,5.0,No,20.0,2,15.0,0.0,3,12.0,11.0,11.0,8.0,No,2
E1001655,34.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,29.0,3,2,86.0,3,2,3,4.0,No,13.0,1,10.0,1.0,3,8.0,7.0,7.0,7.0,No,2
E1001657,31.0,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,2.0,3,3,90.0,2,1,4,7.0,No,14.0,3,3.0,3.0,4,1.0,0.0,0.0,0.0,Yes,3
E1001660,38.0,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,7.0,3,4,57.0,4,1,3,1.0,No,11.0,4,4.0,2.0,3,4.0,2.0,0.0,3.0,No,3
E1001661,34.0,Female,Technical Degree,Single,Research & Development,Healthcare Representative,Travel_Rarely,2.0,4,3,98.0,3,2,4,1.0,No,11.0,4,14.0,2.0,4,14.0,11.0,4.0,11.0,No,3
E1001665,28.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,26.0,3,3,48.0,2,2,1,1.0,No,11.0,3,5.0,0.0,3,5.0,3.0,0.0,4.0,No,3
E1001668,39.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,21.0,4,1,44.0,2,2,4,3.0,Yes,12.0,4,8.0,2.0,4,5.0,4.0,1.0,4.0,No,2
E1001669,51.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,2.0,3,2,52.0,3,3,2,2.0,No,11.0,2,14.0,5.0,3,4.0,2.0,3.0,2.0,No,2
E1001670,41.0,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,22.0,3,4,75.0,3,2,4,3.0,Yes,14.0,1,12.0,4.0,2,6.0,2.0,3.0,3.0,No,3
E1001673,33.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,5.0,1,2,61.0,3,2,4,6.0,No,13.0,1,8.0,2.0,4,5.0,4.0,1.0,2.0,No,2
E1001674,32.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,2.0,1,3,36.0,3,2,2,0.0,Yes,13.0,1,4.0,3.0,2,3.0,2.0,1.0,2.0,No,3
E1001675,39.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,25.0,2,3,71.0,3,3,3,3.0,No,21.0,2,13.0,2.0,3,6.0,4.0,0.0,5.0,No,4
E1001677,25.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,18.0,1,1,93.0,4,2,3,2.0,No,11.0,2,6.0,3.0,2,3.0,2.0,1.0,2.0,No,2
E1001679,52.0,Female,Medical,Married,Research & Development,Manufacturing Director,Travel_Frequently,28.0,2,4,59.0,4,4,3,2.0,Yes,11.0,2,24.0,3.0,2,5.0,3.0,0.0,2.0,No,3
E1001680,43.0,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,6.0,3,1,73.0,2,2,3,1.0,Yes,14.0,1,20.0,3.0,1,20.0,7.0,1.0,8.0,No,2
E1001681,27.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,10.0,3,4,98.0,2,2,4,1.0,Yes,11.0,4,6.0,3.0,3,6.0,2.0,4.0,4.0,No,3
E1001683,27.0,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,17.0,4,4,51.0,3,1,3,1.0,Yes,13.0,4,8.0,2.0,3,8.0,2.0,7.0,7.0,Yes,3
E1001685,26.0,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,2.0,1,1,36.0,2,1,4,0.0,No,12.0,4,5.0,2.0,3,4.0,3.0,1.0,1.0,No,3
E1001686,42.0,Female,Human Resources,Married,Human Resources,Manager,Travel_Rarely,10.0,3,3,31.0,3,4,1,0.0,No,14.0,3,21.0,5.0,3,20.0,7.0,0.0,9.0,No,3
E1001689,37.0,Female,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,11.0,3,1,94.0,3,1,3,4.0,No,18.0,1,8.0,6.0,3,3.0,2.0,0.0,2.0,No,3
E1001690,35.0,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Frequently,18.0,2,3,60.0,3,3,4,2.0,No,11.0,3,10.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1001693,25.0,Male,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,1.0,3,1,81.0,3,1,4,4.0,No,11.0,2,7.0,2.0,2,3.0,2.0,0.0,2.0,No,3
E1001697,29.0,Male,Other,Single,Human Resources,Human Resources,Travel_Rarely,17.0,3,2,51.0,2,3,1,1.0,No,13.0,1,10.0,3.0,2,10.0,9.0,0.0,9.0,No,3
E1001698,49.0,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,28.0,2,1,97.0,2,2,1,3.0,No,20.0,1,20.0,2.0,3,4.0,3.0,1.0,3.0,Yes,3
E1001700,54.0,Female,Medical,Single,Research & Development,Research Director,Travel_Rarely,1.0,3,4,54.0,3,4,4,6.0,No,19.0,4,29.0,3.0,2,20.0,7.0,12.0,7.0,No,3
E1001701,58.0,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,1.0,3,4,76.0,3,5,1,3.0,Yes,21.0,3,32.0,3.0,3,9.0,8.0,1.0,5.0,No,4
E1001703,36.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,3.0,4,1,99.0,3,2,2,3.0,Yes,16.0,4,15.0,3.0,3,5.0,4.0,0.0,1.0,No,3
E1001705,31.0,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,1.0,4,2,50.0,1,1,3,1.0,No,12.0,2,1.0,3.0,3,1.0,0.0,0.0,0.0,Yes,3
E1001706,30.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,7.0,4,4,73.0,3,2,1,7.0,No,14.0,2,8.0,3.0,3,3.0,2.0,0.0,2.0,No,3
E1001708,31.0,Female,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,8.0,5,1,93.0,3,4,2,3.0,No,11.0,3,9.0,3.0,4,3.0,2.0,1.0,0.0,No,3
E1001709,34.0,Male,Other,Divorced,Research & Development,Research Scientist,Travel_Frequently,1.0,4,4,91.0,3,1,1,5.0,No,14.0,3,10.0,2.0,3,4.0,3.0,1.0,3.0,No,3
E1001711,31.0,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,8.0,3,1,34.0,2,1,2,1.0,No,12.0,3,1.0,3.0,4,1.0,0.0,0.0,0.0,Yes,3
E1001712,27.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,11.0,1,2,91.0,3,1,1,0.0,No,14.0,2,6.0,3.0,4,5.0,0.0,1.0,4.0,No,3
E1001713,36.0,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,4.0,4,1,37.0,2,2,4,1.0,No,16.0,3,10.0,2.0,2,10.0,4.0,1.0,8.0,No,2
E1001716,47.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,3,1,74.0,3,1,4,7.0,No,12.0,3,17.0,2.0,2,6.0,5.0,1.0,2.0,No,2
E1001717,25.0,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,9.0,2,1,68.0,2,1,1,3.0,No,12.0,1,6.0,2.0,3,3.0,2.0,2.0,2.0,Yes,2
